datasetID,name,description,mediaURL,latitude,longitude
"Indigenous Heritage","Yarra Mission","Site of Mission - The Yarra Mission was set up in March 1837 by George Langhorne, an Anglican Minister, at the Port Philllip Settlement.",,-37.83125983,144.98416901
"Indigenous Heritage","Statue of Pastor Sir Doug and Lady Gladys Nicholls","Memorial - A Statue of Sir Pastor Douglas and Lady Gladys Nicholls in honour of the work they accomplished and the effect they had on the future of the Aboriginal People of Australia.",,-37.80969,144.973058
"Indigenous Heritage","Sculpture - Painted Poles","Contemporary Art; Cultural Tour - Three poles dipicting the Rainbow Serpent and other native Australian animals.",,-37.813088,144.965026
"Indigenous Heritage","Birrarung Wilam [Common Ground] (Sculpture)","Contemporary Art; Aboriginal Named Area  - An environmental project that celebrates the physical and spiritual links between Aboriginal People and their land.",,-37.817979,144.969058
"Indigenous Heritage","Scar: A Stolen Vision (Sculpture)","Contemporary Art; Cultural Tour; Memorial - An artwork incorporating seven visual artists to create contemporary works that convey tradition and underscore continuity with past practices",,-37.82015,144.959471
"Indigenous Heritage","The Travellers (Sculpture)","Contemporary Art; Bulding - A scuplture that celebrates the presence of Aboriginal people and the continuous migration to multicultural Australia.",,-37.820201,144.962829
"Indigenous Heritage","Eel Trap (Sculpture)","Contemporary Art; - A sculpture made to celebrate the importance of the eel trap and the eel as a food source in Aboriginal cultural life.",,-37.817979,144.969058
"Indigenous Heritage","Reed Vessel (Sculpture)","Contmeporary Art; Memorial - A sculpture that achknowledges the history of the site on which it is located as well as the continuing migration of different cultures to Australia.",,-37.8212777,144.9463315
"Indigenous Heritage","Webb Bridge","Contemporary Art; Building - A design to honour the importance of the eel trap to Indigenous life, and the eel as a staple part of the diet of Aboriginal people.",,-37.8233525,144.9472794
"Indigenous Heritage","Sandridge Bridge","Meeting Place; Building - Sandridge Bridge is associated with an Aboriginal meeting ground and the landing point where many settlers first landed.",,-37.820201,144.962829
"Indigenous Heritage","Lie of the Land","Building; Contemporary Art; Memorial - Lie of the Land is a sculpture with a sound installation that hauntingly tells the story of the effect of colonisation on the Indigenous people in Australia, and around the world.",,-37.803646,144.972942
